id	filename	md5	size	state
d88da4c5-2e77-42b9-b840-9d08d08a2ff4	TCGA-AA-A01R-11A-01-BS1.5b7f1278-00fb-4711-b7c0-3cb97c1ce757.svs	987d6c33e431a89783e208d10f921e00	128344188	released
27ce28ee-48a3-418e-880e-28a1133fe1a1	TCGA-G4-6314-11A-01-TS1.478be1a8-a253-4ea8-ae4f-4c1fd9dc224d.svs	8e682577662f2b8bef091177380da94b	78613481	released
6c43da7b-9aae-4a07-bae0-0587b72f039d	TCGA-A6-3810-11A-01-TS1.b729304b-9abb-4c03-a0da-efabd8d79587.svs	0f3d7864023b3bb499888b93521239d1	145206861	released
69e39d95-d3cd-4703-aa92-0837cc2e85b7	TCGA-AA-3517-11A-01-TS1.b2204d3a-816b-48f0-97eb-1e64c8219214.svs	d01b4df819af9d1e33e91cdbd2b007ec	106076361	released
a414d911-2624-4436-b193-c1c1e6529e00	TCGA-AA-3525-11A-01-TS1.2c2b314d-eeb2-42dd-92b7-952269a5ddad.svs	ee39cd7b6452126487a1f2ecc8934333	99159363	released
cd09dfd9-c684-4114-a880-9a2b64a7fd32	TCGA-AZ-6606-11A-01-TS1.e7fd3cba-ff84-42e5-b933-f1523dda753b.svs	c443ef2f72c0bc7be6329096119e344b	118787583	released
0ff56ee5-e392-4d1b-a07b-f6e0f197e639	TCGA-AA-3519-11A-01-TS1.b30dad08-e97e-4ffc-955a-6d3a58a32970.svs	d7f1759f6cda5e9f1059ed988829511d	77811993	released
492852f4-38e3-493a-a05b-b1950bbde245	TCGA-AA-A02O-11A-01-BS1.8b76f05c-4a8b-44ba-b581-6b8b4f437367.svs	e0d1e076497c53a24a53e7a1cb115691	61919912	released
ddd83514-e7de-44ed-9f48-6b6ec1caa8d4	TCGA-AA-A01X-11A-01-BS1.1b81f3d3-1bb6-4aaf-8299-3ba70b0b415e.svs	60d22da8893367a17cf15ef54a171e43	46191869	released
79ae73c7-015f-4e7b-af35-0cae1609b143	TCGA-AA-A03J-11A-01-BS1.b4e0ae15-77a4-4834-9788-af6c8ab01d90.svs	d0399fe5cb1119ef7a845781c52f5ba6	59660870	released
cdeb2636-c962-4509-97c7-75db8eaf6f93	TCGA-A6-2675-11A-01-TS1.58e6f457-c41e-4d62-ab99-94d5f8efab83.svs	307a24af80d3d02685502f6a0ddcaa3f	63415095	released
37601f87-58da-47c5-9014-51f1038ef552	TCGA-AA-3518-11A-01-TS1.e323dc2a-d2a6-4e7a-86d4-265943170a71.svs	981123642f9b33166353bdb71d1e87db	78603371	released
6e9a0489-ded5-4282-8857-40822c80d925	TCGA-AG-3742-11A-01-TS1.cff3afc4-36f6-4a0b-ad9c-404be1f35d9c.svs	97d451c49e3d1282ba47bb9f8784c1bb	48876647	released
e9966012-517f-4da3-8768-1c32332876ad	TCGA-A6-2683-11A-01-TS1.9750a80d-ed19-4baa-b0eb-8f3a77b66b00.svs	77542387fec6f8d05a1f2c722acc199a	98331331	released
5adf9344-3eee-436e-8bbe-ce69c1efe84b	TCGA-A6-2686-11A-01-TS1.24ec13e0-fc36-47bc-97f6-0bfdadae2387.svs	ab82f7a00d51a3184db0a8ce92b1208e	61128301	released
a1ae1ed7-2034-49dc-bc84-2f950ea14de1	TCGA-A6-3808-11A-01-TS1.de8d5f36-febb-43d5-8f5c-9bc3842e53ff.svs	6d51867d7130f240ba8859216567c87b	56647629	released
33798882-f460-4770-aa0e-970afe0ccb95	TCGA-G4-6297-11A-01-TS1.82d7f281-d7e8-4180-a639-1458e691897d.svs	91faca5e57d8586eab31ee77128dd317	28724191	released
15ac6b87-a901-474a-8013-6d0318f8f5e5	TCGA-AA-3655-11A-01-TS1.2046b9c5-3286-4b10-84be-a94d9ff45f63.svs	98bcd3c9332ac10b81bdefcee0077ed5	86384115	released
e0ce3b80-fe85-464a-9524-ce7ab93ead7f	TCGA-AA-3502-11A-01-TS1.6b2b252f-1e09-43e8-b7db-0648d97c610f.svs	38915860ca4844f392fd1b2ecfd69988	51633273	released
d74a876f-f163-4bbb-98a2-e7f3c4c3f8a2	TCGA-AA-A01T-11A-01-BS1.182a7c9a-9d5d-4268-a88c-e1779ab5293f.svs	bf3657ec0d09792a3934ae60a27d04d9	58271499	released
3638fafd-e6d2-4b2a-973e-ae75b6d98fa2	TCGA-AA-A01S-11A-02-BS2.669c7f9a-b1c2-4c6e-9cb8-44a76fa45bc5.svs	feece0adeafbb94040d08d1037b83722	91177845	released
647791bd-12ac-4ecd-9fd0-120d083a1843	TCGA-AA-3509-11A-01-TS1.ffdfae15-b16d-4596-bddf-d4e20d89314c.svs	4740a7c96ae9178a2580dfe76d2bcc23	43965851	released
c995f3c2-0eef-4fe5-aa41-8dcd3781d025	TCGA-AA-3514-11A-01-TS1.161c942b-dd3a-402b-8a92-8e66516e102d.svs	b4b1840a98c0784bc6f731a0d14de114	48858747	released
055e196d-4f9e-451c-a81b-6d64852ea0e5	TCGA-AA-A01P-11A-01-TS1.0f1f9b20-91ab-4f4d-81fa-fb1d0392302c.svs	c22401e0f584ba4ca06ab73c640690f5	25318158	released
295d7467-6f7d-470e-9be5-f42739df82cf	TCGA-AA-A02O-11A-01-TS1.a19eb8c1-f3c9-4fb6-9e4f-f683f0058cd6.svs	b12d8e881551bf189caef613fabab37a	86174772	released
7e874fc6-6578-41f1-86ae-97e4d73dca76	TCGA-A6-3810-11A-01-BS1.fbeb7126-094f-4213-a4e8-243c0b7fc398.svs	2045bb304ecb0711ac79655e2643af2e	198182211	released
7dee97fc-3347-4961-aba2-365d6903e5db	TCGA-A6-5660-11A-01-TS1.1f720670-597d-4484-bc9c-77b2063714fe.svs	88585719944472891ca788e99b2825e0	71869203	released
4784a1a3-30a6-43e0-9d5c-6ab61605e83f	TCGA-AA-3697-11A-01-TS1.52602617-72db-420f-9524-c6d8e7ab257e.svs	dc46bde548c0bb49417bd647e7182b14	80680723	released
07a96ed5-860b-4336-ae86-4030e9733686	TCGA-AA-A01Z-11A-01-BS1.e2bc1b90-7a51-42e7-8dd9-3cfd7dbe7afe.svs	b692c1550e922a8860aacdcb7870d44e	61547717	released
30af078f-74af-4e7e-b236-58b36d1eef1b	TCGA-G4-6320-11A-01-TS1.1d40ee69-a18a-4e73-a24b-e123cfe32541.svs	b008fbf68c9e90d371437d34297cfc1e	115261753	released
0d6c8b38-9edd-47e4-829a-7ae7d90abfd1	TCGA-A6-2671-11A-01-TS1.f8122238-e900-407d-b9f8-a1d7ba677bb0.svs	a65191f448bbd05cf99a0fa5c9d69e37	121941553	released
82ff0a0b-2fd4-471e-a305-da394614827a	TCGA-AA-3530-11A-01-TS1.3b73bc40-3151-467f-bb0f-d872dd7911d2.svs	9a3ea2b326366708e2cda2b2376ac5c4	84142851	released
fefc297a-5a36-4d0d-96ec-f7212e0dcb8a	TCGA-A6-2685-11A-01-TS1.76b18da0-1d51-44a1-8ac7-3024404cbc1a.svs	ae77bb28b7eaf353a97ed89dd236ac70	54886673	released
5c63e8cb-b753-458b-b424-3c57f8c79fdd	TCGA-A6-4107-11A-01-BS1.223d0fcb-704e-4933-8cf7-43dacc604917.svs	1406c4f54fd75217ccbe480c85b00910	252199209	released
43be8a3e-e4ba-4390-8530-1da3b73eb80b	TCGA-AA-3510-11A-01-TS1.d042a13b-f97d-4e3b-9941-e909e4df76df.svs	c9fc2051bdb2c09bcfed476bea879cb7	54998945	released
5be4b6c9-4365-4964-ab7c-3d9e5ee1574a	TCGA-A6-5659-11A-01-TS1.d1a844c4-de66-4210-9201-8b74b14fea32.svs	c8958970a933c8216a474cb52860e59f	106616071	released
c3aa6c08-7046-4b52-a45e-7fa0b3fe3c23	TCGA-A6-5662-11A-01-TS1.57afa42e-f14c-482a-a294-91db187a4eb4.svs	9ac2a46344a2e42e50c1ccae8340639c	73295963	released
3f750076-20d0-4ad5-b860-c158cea1d2aa	TCGA-AA-3506-11A-01-TS1.a227e7f8-f456-4150-a170-dce77de1a1ae.svs	4929a6a26b4ef9162c2ac12086d1e3d4	70121545	released
bbfa9b3f-9f8b-4f8f-8956-ea16f32937a4	TCGA-AA-3489-11A-01-TS1.1ebabf26-ffdf-436b-82d7-1701d113da2a.svs	86dfb5f9a727fefa6967f69c5f7d7aa9	102756047	released
bfa56b42-0426-4efe-8a46-4a64619aab90	TCGA-AA-3520-11A-01-TS1.bcc77fff-707e-4bda-8bdd-ca31bdf777bf.svs	bbe25ffe810c0de4541f34d8f000e6bd	61910721	released
e372f520-477e-497f-9445-6128b4dedc29	TCGA-A6-5661-11A-01-TS1.0fafbb04-e302-44ae-99e8-09efddd81d4e.svs	413e8291b583b0ac46e1e7c12c0953e0	70804031	released
b6bcc5ad-ca8f-4370-87cf-9b5ed10fc0e0	TCGA-AA-3527-11A-01-TS1.d19964ab-f1f0-41ba-bb83-e68f7fca2420.svs	b74b798d4c242dd37d64b93242cb5122	66038695	released
623e0d21-3c99-4f8a-8827-a73377565e2a	TCGA-A6-2672-11A-01-TS1.97b971ff-0048-46cc-8558-3a2471addba4.svs	bb93d3e87e66c609c6375b0614a5f117	74548849	released
7f282563-0bb4-4193-b7a9-eae72fa76462	TCGA-A6-2681-11A-01-TS1.a05117d8-36a5-4b62-a80d-609c9b420ed9.svs	ead8d68afeb04823213e4163cf6a2d2d	63771389	released
730a5cf4-876c-4d3a-a5d8-43ac71046e96	TCGA-AZ-6605-11A-01-TS1.547eaae8-84a5-4700-9642-328e0b90488b.svs	505b0738b1241dc352017ee291579113	385789067	released
bde82190-48b0-4b72-b129-5b7ae4000cf1	TCGA-AZ-6608-11A-01-TS1.e7263777-1eda-4110-8252-fd105e4e8718.svs	efb75262628108c6c36cb17c93129a50	185465701	released
e66636a7-4258-4d6c-ab06-6a7c4959a138	TCGA-AA-3529-11A-01-TS1.89b4aea5-1ebf-47b0-837c-2f297649e21d.svs	20c4341a16cb6952682abd47888bec47	41909977	released
f5d98cb7-23e6-4bbd-a818-8c93382d593f	TCGA-AA-A01Z-11A-01-TS1.cc8dcb41-1d8b-46e3-b353-499a286aac2b.svs	60c18a747742e19cf61187228ffdd0cc	54679663	released
5b520342-8662-456c-8b3c-4cf32a1a4e5f	TCGA-A6-5665-11A-01-TS1.c0403633-10ec-4131-9c03-fd67c30ac5a7.svs	6fd206feaeae97a42f6837369f7f7459	89336391	released
a2a80484-5d24-4832-8871-9d7f8f5be30e	TCGA-AZ-6607-11A-01-TS1.2e0e2b4a-5666-4d24-85da-5fdc13e84acc.svs	ee51c7dad4dfab05854ce665ed6b1d07	247751165	released
bc967b98-66b1-4535-9f1d-1a25fdee56e0	TCGA-A6-5657-11A-01-TS1.a74cd1d5-4038-4d7c-8154-9f4f946c8a9a.svs	b971263c64615948e3bb59e033367578	68206679	released
ebe7ffda-86b6-41bc-b969-69b0f32cea00	TCGA-AA-A01V-11A-01-TS1.e19f0776-2ee6-4fea-8dee-0f007c061048.svs	c96adb73635a4a9dfdeca8870bcbce6f	41383707	released
5bdef0cf-24c7-4cc3-b8a8-62ce2f94bc28	TCGA-AA-A01V-11A-01-BS1.afbf5de1-e358-4bb4-bbac-72e5ed594e76.svs	84ed591ea2b6417e0dba8b3d2790a9bb	87727033	released
